"code" "movie_title" "point"
"597" "18285" "라빠르망" "8.89"
"598" "73075" "노다메 칸타빌레 최종악장" "8.89"
"599" "49007" "원피스 극장판: 스트롱 월드" "8.89"
"600" "88495" "프렌즈 : 몬스터 섬의 비밀 3D" "8.89"
"601" "17773" "비포 선라이즈" "8.89"
"602" "147896" "나의 사랑, 그리스" "8.89"
"603" "36727" "선생 김봉두" "8.89"
"604" "37439" "배트맨 비긴즈" "8.89"
"605" "18875" "LA 컨피덴셜" "8.89"
"606" "159054" "명탐정 코난:진홍의 연가" "8.89"
"607" "115240" "10분" "8.89"
"608" "45719" "쉬즈 더 맨" "8.89"
"609" "91031" "신세계" "8.89"
"610" "11119" "사탄의 인형" "8.88"
"611" "76627" "우리는 동물원을 샀다" "8.88"
"612" "129072" "스포트라이트" "8.88"
"613" "31456" "초콜릿" "8.88"
"614" "31579" "슈렉" "8.88"
"615" "41585" "마당을 나온 암탉" "8.88"
"616" "83268" "댄싱퀸" "8.88"
"617" "44885" "아이언맨" "8.88"
"618" "32593" "크레이지 뷰티풀" "8.88"
"619" "153279" "극장판 도라에몽:진구의 남극 꽁꽁 대모험" "8.88"
"620" "127321" "우먼 인 골드" "8.88"
"621" "35626" "8 마일" "8.87"
"622" "10250" "해리가 샐리를 만났을 때" "8.87"
"623" "72631" "두레소리" "8.87"
"624" "10800" "토탈 리콜" "8.87"
"625" "35991" "와일드 카드" "8.87"
"626" "11354" "복수혈전" "8.87"
"627" "80774" "청원" "8.87"
"628" "52548" "의형제" "8.87"
"629" "37739" "인어 공주" "8.87"
"630" "66091" "벤자민 버튼의 시간은 거꾸로 간다" "8.87"
"631" "99714" "엑스맨: 데이즈 오브 퓨처 패스트" "8.87"
"632" "36957" "...ing" "8.87"
"633" "75401" "헬로우 고스트" "8.86"
"634" "112042" "봄" "8.86"
"635" "31913" "바닐라 스카이" "8.86"
"636" "30685" "코요테 어글리" "8.86"
"637" "43609" "드리머" "8.86"
"638" "39399" "주먹이 운다" "8.86"
"639" "48074" "영화는 영화다" "8.86"
"640" "134898" "토르: 라그나로크" "8.86"
"641" "75217" "짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부" "8.86"
"642" "72081" "어느 날, 사랑이 걸어왔다" "8.86"
"643" "120125" "장수상회" "8.86"
"644" "75606" "천사의 사랑" "8.86"
"645" "73496" "서태지 심포니" "8.86"
"646" "94775" "7번방의 선물" "8.86"
"647" "31464" "매트릭스 2 - 리로디드" "8.86"
"648" "39516" "달콤한 인생" "8.86"
"649" "71768" "파이터" "8.86"
"650" "45944" "예스 맨" "8.85"
"651" "32588" "아멜리에" "8.85"
"652" "17758" "12 몽키즈" "8.85"
"653" "70254" "아이언맨 3" "8.85"
"654" "43206" "각설탕" "8.85"
"655" "73477" "글러브" "8.85"
"656" "10640" "좋은 친구들" "8.85"
"657" "113170" "마담 프루스트의 비밀정원" "8.85"
"658" "10253" "배트맨" "8.85"
"659" "149731" "패트리어트 데이" "8.85"
"660" "33930" "해리 포터와 비밀의 방" "8.85"
"661" "17800" "프라이멀 피어" "8.84"
"662" "17450" "라스베가스를 떠나며" "8.84"
"663" "83098" "페이스 메이커" "8.84"
"664" "38574" "맨 온 파이어" "8.84"
"665" "60755" "불편한 진실" "8.84"
"666" "23917" "공각기동대" "8.84"
"667" "61521" "트랜스포머" "8.84"
"668" "10055" "람보" "8.84"
"669" "64961" "집오리와 들오리의 코인로커" "8.84"
"670" "149777" "얼라이드" "8.84"
"671" "17059" "중경삼림" "8.84"
"672" "65769" "그 여자 작사 그 남자 작곡" "8.84"
"673" "66440" "슬럼독 밀리어네어" "8.84"
"674" "61095" "블랙북" "8.84"
"675" "121052" "넛잡 2" "8.83"
"676" "43153" "미션 임파서블 3" "8.83"
"677" "127858" "추억의 마니" "8.83"
"678" "33082" "소림축구" "8.83"
"679" "28214" "무사" "8.83"
"680" "23859" "내 마음의 풍금" "8.83"
"681" "10742" "원초적 본능" "8.83"
"682" "36651" "시티 오브 갓" "8.83"
"683" "149050" "짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격" "8.83"
"684" "38835" "터미널" "8.83"
"685" "38546" "아무도 모른다" "8.83"
"686" "10793" "택시 드라이버" "8.82"
"687" "36484" "이퀼리브리엄" "8.82"
"688" "103719" "그렇게 아버지가 된다" "8.82"
"689" "17498" "토탈 이클립스" "8.82"
"690" "98432" "가장 따뜻한 색, 블루" "8.82"
"691" "130983" "트럼보" "8.82"
"692" "19505" "미술관 옆 동물원" "8.82"
"693" "16571" "펄프 픽션" "8.82"
"694" "17946" "초록물고기" "8.82"
"695" "18216" "라이어 라이어" "8.82"
"696" "34447" "로드 무비" "8.82"
"697" "28876" "화양연화" "8.82"
"698" "16516" "트루 라이즈" "8.82"
"699" "37838" "그녀를 믿지 마세요" "8.82"
"700" "119914" "극장판 루팡 3세 VS 명탐정 코난" "8.81"
"701" "19541" "오픈 유어 아이즈" "8.81"
"702" "77154" "극장판 포켓 몬스터 DP - 환영의 패왕 조로아크" "8.81"
"703" "87309" "라이프 오브 파이" "8.81"
"704" "19500" "쉬리" "8.81"
"705" "31940" "메멘토" "8.81"
"706" "31282" "레퀴엠" "8.81"
"707" "96961" "집으로 가는 길" "8.81"
"708" "91696" "분노의 질주: 더 맥시멈" "8.81"
"709" "103331" "스윗 프랑세즈" "8.81"
"710" "26348" "부에나 비스타 소셜 클럽" "8.81"
"711" "11092" "심연" "8.81"
"712" "92176" "슈퍼배드 2" "8.81"
"713" "51624" "이번 일요일에" "8.81"
"714" "116251" "썬더와 마법저택" "8.81"
"715" "13314" "피아노" "8.81"
"716" "130957" "스트레이트 아웃 오브 컴턴" "8.81"
"717" "66144" "스타더스트" "8.81"
"718" "65735" "심슨 가족, 더 무비" "8.81"
"719" "29044" "희극지왕" "8.81"
"720" "114249" "킹스맨 : 시크릿 에이전트" "8.81"
"721" "78681" "인 어 베러 월드" "8.80"
"722" "143253" "뽀로로 극장판 컴퓨터 왕국 대모험" "8.80"
"723" "48159" "극장판 명탐정 코난:탐정들의 진혼가" "8.80"
"724" "153951" "루돌프와 많이있어" "8.80"
"725" "132991" "미라클 벨리에" "8.80"
"726" "19517" "조 블랙의 사랑" "8.80"
"727" "136872" "미녀와 야수" "8.80"
"728" "40032" "박치기!" "8.79"
"729" "151674" "김광석" "8.79"
"730" "100639" "달라스 바이어스 클럽" "8.79"
"731" "58538" "믿음의 승부" "8.79"
"732" "39879" "아일랜드" "8.79"
"733" "29378" "패트리어트 - 늪 속의 여우" "8.79"
"734" "72363" "어벤져스" "8.79"
"735" "39157" "미녀는 괴로워" "8.79"
"736" "126389" "무서운 집" "8.79"
"737" "47494" "아이스 에이지 3: 공룡시대" "8.79"
"738" "123095" "메밀꽃, 운수 좋은 날, 그리고 봄봄" "8.79"
"739" "59032" "박사가 사랑한 수식" "8.79"
"740" "50932" "비열한 거리" "8.79"
"741" "134845" "극장판 요괴워치: 탄생의 비밀이다냥!" "8.78"
"742" "18814" "데블스 에드버킷" "8.78"
"743" "142691" "나의 소녀시대" "8.78"
"744" "96325" "에픽 : 숲속의 전설" "8.78"
"745" "93089" "스텝업4 : 레볼루션" "8.78"
"746" "86197" "나우 이즈 굿" "8.78"
"747" "76560" "극장판 도라에몽: 진구와 철인군단 날아라 천사들" "8.78"
"748" "19394" "러시 아워" "8.78"
"749" "119632" "위플래쉬" "8.78"
"750" "18350" "제5원소" "8.77"
"751" "99724" "한공주" "8.77"
"752" "92312" "쉐프" "8.77"
"753" "17173" "가을의 전설" "8.77"
"754" "10245" "다이 하드 2" "8.77"
"755" "52790" "락앤롤 보트" "8.77"
"756" "96997" "사이비" "8.77"
"757" "126078" "본 투 비 블루" "8.77"
"758" "109910" "굿 다이노" "8.77"
"759" "31904" "취화선" "8.77"
"760" "36763" "데이비드 게일" "8.77"
"761" "34598" "란도리" "8.77"
"762" "139674" "순정" "8.77"
"763" "35070" "어바웃 어 보이" "8.77"
"764" "52757" "엽문 2" "8.77"
"765" "139523" "앙: 단팥 인생 이야기" "8.77"
"766" "80866" "완득이" "8.77"
"767" "74309" "메가마인드" "8.77"
"768" "118950" "스파이" "8.77"
"769" "24602" "큐브" "8.77"
"770" "117061" "거인" "8.77"
"771" "80629" "혹성탈출: 진화의 시작" "8.76"
"772" "137010" "포켓몬 더 무비 XY 후파: 광륜의 초마신" "8.76"
"773" "113348" "이미테이션 게임" "8.76"
"774" "11089" "현기증" "8.76"
"775" "115296" "대니 콜린스" "8.76"
"776" "37853" "범죄의 재구성" "8.76"
"777" "51407" "애자" "8.76"
"778" "88474" "천국의 아이들" "8.76"
"779" "44981" "보이 A" "8.76"
"780" "81106" "아더 크리스마스" "8.76"
"781" "132998" "계춘할망" "8.76"
"782" "38338" "네버랜드를 찾아서" "8.76"
"783" "10100" "탑 건" "8.76"
"784" "33759" "내겐 너무 가벼운 그녀" "8.76"
"785" "31307" "스파이더맨" "8.75"
"786" "39676" "보글보글 스폰지 밥" "8.75"
"787" "77768" "매드맥스: 분노의 도로" "8.75"
"788" "150198" "너의 이름은." "8.75"
"789" "38882" "폴라 익스프레스" "8.75"
"790" "123420" "명탐정 코난: 이차원의 저격수" "8.75"
"791" "52794" "스트레인저 댄 픽션" "8.75"
"792" "84856" "아티스트" "8.75"
"793" "149481" "연애담" "8.75"
"794" "152265" "포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」" "8.75"
"795" "39846" "찰리와 초콜릿 공장" "8.75"
"796" "31911" "스파이 게임" "8.75"
"797" "35273" "본 아이덴티티" "8.75"
"798" "64170" "언노운 우먼" "8.75"
"799" "144945" "아기배달부 스토크" "8.75"
"800" "37756" "엘프" "8.75"
"801" "132610" "바닷마을 다이어리" "8.74"
"802" "31629" "러시 아워 2" "8.74"
"803" "127901" "도라에몽:스탠바이미" "8.74"
"804" "10962" "블레이드 러너" "8.74"
"805" "49302" "귀향" "8.74"
"806" "39750" "빨간 구두" "8.74"
"807" "98280" "액트 오브 킬링" "8.74"
"808" "36950" "도그빌" "8.74"
"809" "39043" "비포 선셋" "8.74"
"810" "95541" "미션 임파서블: 로그네이션" "8.74"
"811" "25641" "버팔로 66" "8.74"
"812" "29146" "U-571" "8.74"
"813" "31814" "버스, 정류장" "8.74"
"814" "11720" "라스트 모히칸" "8.73"
"815" "127396" "캡틴 판타스틱" "8.73"
"816" "42867" "히노키오" "8.73"
"817" "109626" "러덜리스" "8.73"
"818" "131576" "슈퍼 프렌즈" "8.73"
"819" "155484" "터닝메카드W: 블랙미러의 부활" "8.73"
"820" "73411" "쿵푸 팬더 2" "8.73"
"821" "37261" "알 포인트" "8.73"
"822" "156477" "극장판 짱구는 못말려 : 습격!! 외계인 덩덩이" "8.73"
"823" "53372" "미션 임파서블 : 고스트 프로토콜" "8.73"
"824" "11290" "그랑블루" "8.73"
"825" "73318" "시라노; 연애조작단" "8.73"
"826" "138576" "춘희막이" "8.73"
"827" "70393" "판타스틱 Mr. 폭스" "8.73"
"828" "38106" "크리스마스에 기적을 만날 확률" "8.73"
"829" "19456" "약속" "8.73"
"830" "137956" "맨체스터 바이 더 씨" "8.72"
"831" "69951" "썸머 워즈" "8.72"
"832" "31607" "고양이를 부탁해" "8.72"
"833" "38420" "아이, 로봇" "8.72"
"834" "86818" "버니드롭" "8.72"
"835" "33420" "후 아 유" "8.72"
"836" "37245" "말죽거리 잔혹사" "8.72"
"837" "88226" "미운 오리 새끼" "8.72"
"838" "61056" "스텝 업" "8.71"
"839" "10132" "귀여운 여인" "8.71"
"840" "31565" "브리짓 존스의 일기" "8.71"
"841" "37386" "프리키 프라이데이" "8.71"
"842" "37244" "안녕! 유에프오" "8.71"
"843" "25749" "퍼펙트 블루" "8.71"
"844" "30786" "브링 잇 온" "8.71"
"845" "135342" "더 라스트: 나루토 더 무비" "8.71"
"846" "118348" "보이후드" "8.71"
"847" "88783" "하늘이 보내준 딸" "8.71"
"848" "33682" "워터보이즈" "8.71"
"849" "91703" "잠베지아: 신비한 나무섬의 비밀" "8.71"
"850" "125459" "닥터 스트레인지" "8.71"
"851" "19063" "딥 임팩트" "8.71"
"852" "17150" "유주얼 서스펙트" "8.71"
"853" "40112" "명탐정 코난:수평선상의 음모" "8.71"
"854" "43516" "브로크백 마운틴" "8.71"
"855" "39804" "13 구역" "8.71"
"856" "62789" "스타 트렉: 더 비기닝" "8.71"
"857" "36732" "장화, 홍련" "8.71"
"858" "101904" "트롤" "8.71"
"859" "54411" "우리들의 행복한 시간" "8.71"
"860" "77566" "브레이킹 던 part2" "8.70"
"861" "53781" "김복남 살인사건의 전말" "8.70"
"862" "74003" "워리어" "8.70"
"863" "87246" "인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D" "8.70"
"864" "71546" "엘 시크레토: 비밀의 눈동자" "8.70"
"865" "134887" "스노든" "8.70"
"866" "19059" "웨딩 싱어" "8.70"
"867" "35388" "그녀에게" "8.70"
"868" "146508" "죽여주는 여자" "8.70"
"869" "39150" "신데렐라 스토리" "8.70"
"870" "48742" "허브" "8.70"
"871" "75415" "몬스터 대학교" "8.70"
"872" "18153" "맨 인 블랙" "8.70"
"873" "33513" "고" "8.70"
"874" "34449" "아이스 에이지" "8.70"
"875" "38662" "내 머리 속의 지우개" "8.69"
"876" "137281" "짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격" "8.69"
"877" "132626" "슈퍼배드 3" "8.69"
"878" "34514" "레지던트 이블" "8.69"
"879" "51282" "용의자 X의 헌신" "8.69"
"880" "50869" "워낭소리" "8.69"
"881" "161374" "리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국" "8.69"
"882" "31705" "블레이드 2" "8.69"
"883" "152183" "무현, 두 도시 이야기" "8.68"
"884" "114276" "마다가스카의 펭귄" "8.68"
"885" "50218" "우리들과 경찰아저씨의 700일 전쟁" "8.68"
"886" "109920" "아메리칸 셰프" "8.68"
"887" "141824" "국가대표2" "8.68"
"888" "67374" "페르시아의 왕자: 시간의 모래" "8.68"
"889" "50583" "더 레슬러" "8.68"
"890" "100938" "파이스토리 : 악당상어 소탕작전" "8.68"
"891" "39818" "내 생애 가장 아름다운 일주일" "8.68"
"892" "129094" "보스 베이비" "8.68"
"893" "40678" "홀리데이" "8.68"
"894" "124225" "마미" "8.68"
"895" "145292" "당신, 거기 있어줄래요" "8.68"
"896" "122527" "캡틴 아메리카: 시빌 워" "8.67"
"897" "98728" "송 포 유" "8.67"
"898" "75006" "워크래프트: 전쟁의 서막" "8.67"
"899" "62249" "데자뷰" "8.67"
"900" "16211" "의천도룡기" "8.67"
"901" "65677" "소녀X소녀" "8.67"
"902" "100924" "페이스 오브 러브" "8.67"
"903" "69270" "지금, 이대로가 좋아요" "8.67"
"904" "102216" "행복한 사전" "8.67"
"905" "37487" "무간도 2 - 혼돈의 시대" "8.67"
"906" "25676" "딥 블루 씨" "8.67"
"907" "11093" "플라이" "8.67"
"908" "93774" "극장판 베르세르크: 황금 시대편Ⅲ - 강림" "8.67"
"909" "35071" "스파이더맨 2" "8.66"
"910" "72058" "블랙 스완" "8.66"
"911" "66795" "잠수종과 나비" "8.66"
"912" "39369" "오페라의 유령" "8.66"
"913" "52747" "부당거래" "8.66"
"914" "11151" "퐁네프의 연인들" "8.66"
"915" "34225" "워크 투 리멤버" "8.66"
"916" "52425" "줄리 & 줄리아" "8.65"
"917" "35546" "해리 포터와 아즈카반의 죄수" "8.65"
"918" "41350" "야수와 미녀" "8.65"
"919" "45253" "스텝 업 2 - 더 스트리트" "8.65"
"920" "63879" "캐쉬백" "8.65"
"921" "154980" "꿈의 제인" "8.65"
"922" "92116" "파닥파닥" "8.65"
"923" "97858" "월터의 상상은 현실이 된다" "8.65"
"924" "11088" "폭풍 속으로" "8.65"
"925" "88426" "건축학개론" "8.65"
"926" "48310" "말리와 나" "8.65"
"927" "90388" "코알라 키드 : 영웅의 탄생" "8.65"
"928" "62699" "해피 피트" "8.65"
"929" "92412" "명탐정 코난: 11번째 스트라이커" "8.65"
"930" "47638" "미래를 걷는 소녀" "8.65"
"931" "31323" "와니와 준하" "8.65"
"932" "11671" "풀 메탈 자켓" "8.65"
"933" "39473" "래더 49" "8.65"
"934" "109984" "아메리칸 스나이퍼" "8.65"
"935" "51158" "사랑은 너무 복잡해" "8.64"
"936" "11722" "동사서독" "8.64"
"937" "113635" "레이드 2" "8.64"
"938" "65842" "극장판 도라에몽: 진구의 마계 대모험 7인의 마법사" "8.64"
"939" "78240" "그을린 사랑" "8.64"
"940" "31867" "디 아워스" "8.64"
"941" "87663" "진짜로 일어날지도 몰라 기적" "8.64"
"942" "94506" "새미의 어드벤쳐 2" "8.64"
"943" "60484" "악마는 프라다를 입는다" "8.64"
"944" "88253" "늑대소년" "8.64"
"945" "37758" "투모로우" "8.64"
"946" "130984" "발레리나" "8.64"
"947" "38898" "화이트 칙스" "8.64"
"948" "50749" "걸어도 걸어도" "8.64"
"949" "111527" "런치박스" "8.64"
"950" "66143" "나니아 연대기 - 캐스피언 왕자" "8.64"
"951" "18003" "잉글리쉬 페이션트" "8.64"
"952" "74315" "고지전" "8.64"
"953" "106540" "남자가 사랑할 때" "8.63"
"954" "43502" "로드 오브 워" "8.63"
"955" "39841" "괴물" "8.63"
"956" "44997" "지구" "8.63"
"957" "17062" "세븐" "8.63"
"958" "11810" "죽어야 사는 여자" "8.63"
"959" "36506" "드럼라인" "8.63"
"960" "61865" "포 미니츠" "8.63"
"961" "114265" "어린왕자" "8.63"
"962" "94766" "라스트베가스" "8.63"
"963" "142730" "분노" "8.63"
"964" "38789" "슈퍼 사이즈 미" "8.63"
"965" "71901" "천국의 우편배달부" "8.63"
"966" "97692" "쿵푸팬더3" "8.62"
"967" "107928" "퓨리" "8.62"
"968" "19302" "붉은 돼지" "8.62"
"969" "66598" "도화선" "8.62"
"970" "31066" "스내치" "8.62"
"971" "27255" "철도원" "8.62"
"972" "133447" "드림 쏭" "8.62"
"973" "23849" "유브 갓 메일" "8.61"
"974" "101248" "베스트 오퍼" "8.61"
"975" "47359" "겟 썸" "8.61"
"976" "38197" "패션 오브 크라이스트" "8.61"
"977" "39708" "콘스탄틴" "8.61"
"978" "118922" "카트" "8.61"
"979" "38083" "몬스터" "8.61"
"980" "18046" "서극의 칼" "8.61"
"981" "18489" "접속" "8.61"
"982" "41595" "리틀 러너" "8.61"
"983" "65290" "도쿄 타워" "8.61"
"984" "64126" "로맨틱 홀리데이" "8.61"
"985" "143379" "골드" "8.60"
"986" "66437" "공주와 개구리" "8.60"
"987" "37073" "고양이의 보은" "8.60"
"988" "146548" "태풍이 지나가고" "8.60"
"989" "92064" "앤트맨" "8.60"
"990" "112082" "엽문3: 최후의 대결" "8.60"
"991" "79439" "수상한 고객들" "8.60"
"992" "41635" "소중한 날의 꿈" "8.60"
"993" "58434" "러닝 스케어드" "8.60"
"994" "38551" "모터싸이클 다이어리" "8.60"
"995" "73096" "마음이 2" "8.60"
"996" "82540" "범죄와의 전쟁 : 나쁜놈들 전성시대" "8.60"
"997" "54565" "프로포즈" "8.60"
"998" "118966" "스머프: 비밀의 숲" "8.60"
"999" "61273" "레터스 투 줄리엣" "8.59"
"1000" "122581" "극장판 도라에몽 진구의 아프리카 모험 : 베코와 5인의 탐험대" "8.59"
"1001" "110125" "거꾸로 된 파테마" "8.59"
"1002" "134963" "라라랜드" "8.59"
"1003" "12954" "매트릭스 3 - 레볼루션" "8.59"
"1004" "98484" "논스톱" "8.59"
"1005" "16121" "필라델피아" "8.59"
"1006" "65991" "우리 생애 최고의 순간" "8.59"
"1007" "44910" "김씨 표류기" "8.59"
"1008" "61701" "날아라 허동구" "8.59"
"1009" "25578" "인정사정 볼 것 없다" "8.59"
"1010" "128265" "약장수" "8.59"
"1011" "122596" "몬스터 호텔 2" "8.59"
"1012" "156091" "심야식당2" "8.58"
"1013" "44044" "천년여우 여우비" "8.58"
"1014" "144578" "문영" "8.58"
"1015" "76580" "컬러풀" "8.58"
"1016" "114248" "패딩턴" "8.58"
"1017" "154029" "행복 목욕탕" "8.58"
"1018" "134980" "마이펫의 이중생활" "8.58"
"1019" "43370" "콘스탄트 가드너" "8.58"
"1020" "50176" "작전" "8.58"
"1021" "51689" "다우트" "8.58"
"1022" "109957" "침묵의 목격자" "8.58"
"1023" "17692" "아폴로 13" "8.58"
"1024" "19334" "메리에겐 뭔가 특별한 것이 있다" "8.57"
"1025" "18933" "록키 호러 픽쳐 쇼" "8.57"
"1026" "99355" "내가 고백을 하면" "8.57"
"1027" "57794" "올드 미스 다이어리 - 극장판" "8.57"
"1028" "59344" "페인티드 베일" "8.57"
"1029" "101242" "뽀로로 극장판 슈퍼썰매 대모험" "8.57"
"1030" "93757" "버틀러: 대통령의 집사" "8.57"
"1031" "118370" "안녕,헤이즐" "8.57"
"1032" "91045" "반창꼬" "8.57"
"1033" "52429" "웨이 백" "8.57"
"1034" "69024" "안경" "8.57"
"1035" "47407" "데스 레이스" "8.57"
"1036" "64242" "비커밍 제인" "8.57"
"1037" "56447" "가족의 탄생" "8.56"
"1038" "43114" "우리 개 이야기" "8.56"
"1039" "39619" "사이드웨이" "8.56"
"1040" "156675" "눈의 여왕3: 눈과 불의 마법대결" "8.56"
"1041" "85606" "자전거 탄 소년" "8.56"
"1042" "24831" "13층" "8.56"
"1043" "82283" "실버라이닝 플레이북" "8.56"
"1044" "61450" "드림걸즈" "8.56"
"1045" "25670" "벨벳 골드마인" "8.56"
"1046" "123298" "내일을 위한 시간" "8.56"
"1047" "18015" "단테스 피크" "8.56"
"1048" "84034" "로렉스" "8.56"
"1049" "10758" "아이다호" "8.56"
"1050" "95808" "위험한 패밀리" "8.56"
"1051" "149505" "바다 탐험대 옥토넛 시즌4: 늪지탐험선K" "8.56"
"1052" "66317" "더 폴: 오디어스와 환상의 문" "8.56"
"1053" "157178" "나는 내일, 어제의 너와 만난다" "8.55"
"1054" "67366" "스파이더위크가의 비밀" "8.55"
"1055" "65893" "개구쟁이 스머프" "8.55"
"1056" "132627" "레고 배트맨 무비" "8.55"
"1057" "37742" "트로이" "8.55"
"1058" "28267" "플란다스의 개" "8.55"
"1059" "63379" "영원한 여름" "8.55"
"1060" "68501" "키사라기 미키짱" "8.55"
"1061" "144213" "좋아해, 너를" "8.55"
"1062" "89606" "내 아내의 모든 것" "8.55"
"1063" "65902" "싸이보그 그녀" "8.55"
"1064" "81891" "코리아" "8.55"
"1065" "150632" "세상에서 고양이가 사라진다면" "8.55"
"1066" "18572" "올가미" "8.55"
"1067" "38547" "화씨 9/11" "8.55"
"1068" "10065" "엑소시스트" "8.55"
"1069" "74610" "미드나잇 인 파리" "8.55"
"1070" "97857" "가디언즈 오브 갤럭시" "8.55"
"1071" "144984" "나는 부정한다" "8.55"
"1072" "103797" "족구왕" "8.55"
"1073" "31267" "진주만" "8.54"
"1074" "78851" "오싹한 연애" "8.54"
"1075" "47408" "리틀 디제이" "8.54"
"1076" "46153" "내일의 기억" "8.54"
"1077" "17025" "덤 앤 더머" "8.54"
"1078" "34501" "실미도" "8.54"
"1079" "56058" "프레스티지" "8.54"
"1080" "81028" "아워 이디엇 브라더" "8.54"
"1081" "54435" "내니 맥피 - 우리 유모는 마법사" "8.54"
"1082" "97747" "디스커넥트" "8.54"
"1083" "17744" "데드 맨 워킹" "8.54"
"1084" "152396" "카3: 새로운 도전" "8.54"
"1085" "32478" "기사 윌리엄" "8.54"
"1086" "140895" "러브 라이브! 더 스쿨 아이돌 무비" "8.54"
"1087" "36337" "폰 부스" "8.54"
"1088" "83865" "초한지: 영웅의 부활" "8.53"
"1089" "23848" "태양은 없다" "8.53"
"1090" "133424" "데몰리션" "8.53"
"1091" "72524" "남극의 쉐프" "8.53"
"1092" "63483" "훌라 걸스" "8.53"
"1093" "125439" "레고 닌자고 무비" "8.53"
"1094" "10546" "아비정전" "8.53"
"1095" "132946" "4등" "8.53"
"1096" "72406" "회복" "8.53"
"1097" "96911" "몽타주" "8.53"
"1098" "31708" "키스 오브 드래곤" "8.53"
"1099" "35900" "국화꽃 향기" "8.53"
"1100" "146526" "7년-그들이 없는 언론" "8.53"
"1101" "39479" "뉴 폴리스 스토리" "8.53"
"1102" "139701" "범죄의 여왕" "8.53"
"1103" "68217" "강철중: 공공의 적 1-1" "8.53"
"1104" "38378" "꽃피는 봄이 오면" "8.53"
"1105" "28792" "리플리" "8.53"
"1106" "34519" "슈렉 2" "8.53"
"1107" "36853" "매치스틱 맨" "8.53"
"1108" "53902" "더 문" "8.53"
"1109" "33048" "몬테 크리스토 백작" "8.52"
"1110" "99740" "혹성탈출: 반격의 서막" "8.52"
"1111" "101962" "캐롤" "8.52"
"1112" "70118" "극장판 포켓 몬스터 DP - 아르세우스 초극의 시공으로" "8.52"
"1113" "62742" "BB 프로젝트" "8.52"
"1114" "35733" "레드 드래곤" "8.52"
"1115" "103241" "짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!" "8.52"
"1116" "97629" "도리를 찾아서" "8.52"
"1117" "32240" "트레이닝 데이" "8.52"
"1118" "61101" "색, 계" "8.52"
"1119" "134134" "괴물의 아이" "8.52"
"1120" "126386" "고녀석 맛나겠다2 : 함께라서 행복해" "8.51"
"1121" "75724" "쩨쩨한 로맨스" "8.51"
"1122" "12918" "시애틀의 잠 못 이루는 밤" "8.51"
"1123" "19078" "아이언 마스크" "8.51"
"1124" "81967" "사우스포" "8.51"
"1125" "76014" "일루셔니스트" "8.51"
"1126" "49957" "렛 미 인" "8.51"
"1127" "19479" "해가 서쪽에서 뜬다면" "8.51"
"1128" "48690" "맨 프럼 어스" "8.51"
"1129" "164932" "해피 데스데이" "8.51"
"1130" "92047" "웜 바디스" "8.51"
"1131" "82142" "파퍼씨네 펭귄들" "8.51"
"1132" "137915" "미 비포 유" "8.51"
"1133" "62799" "아더와 미니모이: 제1탄 비밀 원정대의 출정" "8.50"
"1134" "114293" "트래쉬" "8.50"
"1135" "125447" "오두막" "8.50"
"1136" "18730" "스탈린그라드: 최후의 전투" "8.50"
"1137" "137347" "리틀 포레스트2: 겨울과 봄" "8.50"
"1138" "47088" "엘리트 스쿼드" "8.50"
"1139" "38318" "당신이 사랑하는 동안에" "8.50"
"1140" "101950" "그녀" "8.50"
"1141" "37049" "이탈리안 잡" "8.49"
"1142" "66034" "데어 윌 비 블러드" "8.49"
"1143" "149747" "킹스맨: 골든 서클" "8.49"
"1144" "34969" "언페이스풀" "8.49"
"1145" "28465" "링" "8.49"
"1146" "44022" "메종 드 히미코" "8.49"
"1147" "51579" "아포칼립토" "8.49"
"1148" "76103" "고백" "8.49"
"1149" "160750" "극장판 암살교실: 365일의 시간" "8.49"
"1150" "149512" "재심" "8.49"
"1151" "78790" "내가 살인범이다" "8.49"
"1152" "72443" "더 콘서트" "8.49"
"1153" "136686" "오빠생각" "8.49"
"1154" "70992" "킥 애스: 영웅의 탄생" "8.49"
"1155" "90901" "노예 12년" "8.48"
"1156" "112666" "블랙 가스펠" "8.48"
"1157" "30889" "친구" "8.48"
"1158" "38908" "킹덤 오브 헤븐" "8.48"
"1159" "62167" "식객" "8.48"
"1160" "39576" "쿵푸 허슬" "8.48"
"1161" "11757" "캐리" "8.48"
"1162" "121047" "극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여~" "8.48"
"1163" "19529" "다크 시티" "8.48"
"1164" "125401" "몬스터 콜" "8.48"
"1165" "124201" "탐정 : 더 비기닝" "8.48"
"1166" "104331" "블루 재스민" "8.48"
"1167" "93756" "명량" "8.48"
"1168" "47587" "분노의 질주: 더 오리지널" "8.47"
"1169" "74566" "호빗 : 스마우그의 폐허" "8.47"
"1170" "49783" "매직 아워" "8.47"
